throughput_items_per_sec,success_rate,dedup_rate,items_per_api_call,fetch_to_write_ratio,total_api_calls,total_items_written,total_elapsed_sec
0.33308792843515483,1.0,0.002898550724637681,0.6157517899761337,1.6618357487922706,1676,1032,3098.281
